,audio_filename,dataset,person,bicycle,car,motorcycle,siren,bus,truck,split
378,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_52_39.713752+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
379,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_52_49.275145+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
380,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_52_58.828947+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
381,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_53_09.746535+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
382,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_53_19.305824+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
383,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_53_28.865347+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
384,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_53_58.907164+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
385,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_54_08.460744+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
386,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_54_19.378716+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
387,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_54_28.937486+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
388,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_54_38.502084+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
389,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_54_49.417529+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
390,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_54_58.973688+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
391,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_55_08.529926+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
392,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_55_19.451200+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
393,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_55_29.019192+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
394,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_55_38.569593+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
395,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_55_49.486278+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
396,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_55_59.046636+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
397,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_56_08.607049+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
398,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_56_19.523672+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
399,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_56_29.080969+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
400,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_56_38.642547+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
401,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_56_49.559772+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
402,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_56_59.135102+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
403,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_57_08.675571+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
404,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_57_19.596504+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
405,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_57_29.159232+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
406,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_57_38.714807+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
407,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_57_49.632092+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
408,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_57_59.190807+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
409,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_58_08.759216+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
410,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_58_19.669178+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
411,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_58_29.228733+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
412,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_58_38.799219+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
413,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_58_49.705316+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
414,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_58_59.263822+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
415,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_59_08.821460+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
416,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_59_19.741813+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
417,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_59_29.300744+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
418,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_59_49.783208+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
419,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 17_59_59.337303+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,1.0,split1
420,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_00_08.897292+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
421,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_00_18.452582+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
422,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_00_29.368712+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
423,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_00_38.937261+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
424,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_00_48.497180+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
425,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_00_59.410271+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
426,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_01_08.967261+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
427,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_01_18.535204+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
428,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_01_29.455244+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
429,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_01_39.005937+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
430,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_01_48.561980+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
431,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_01_59.483287+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
432,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_02_09.044312+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
433,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_02_29.518884+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
434,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_02_39.078649+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
435,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_02_48.639146+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
436,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_02_59.556100+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
437,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_03_09.114734+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
438,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_03_18.674654+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
439,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_03_29.591514+00_00.wav,15_12_2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,val
440,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_03_39.315158+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
441,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_03_48.711187+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
442,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_03_59.628647+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
443,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_04_09.191128+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
444,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_04_18.744500+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
445,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_04_29.665142+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
446,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_04_59.701070+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
447,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_05_09.266920+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
448,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_05_18.819885+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
449,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_05_29.738040+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
450,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_05_39.297481+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
451,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_05_48.863214+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
452,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_05_59.774379+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,1.0,split2
453,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_06_09.328342+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
454,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_06_28.463183+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
455,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_06_39.369898+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
456,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_06_48.927131+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
457,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_06_58.499222+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
458,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_07_09.406294+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
459,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_07_18.966450+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
460,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_07_28.521892+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
461,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_07_39.443271+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
462,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_07_49.003219+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
463,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_07_58.562098+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
464,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_08_09.478442+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
465,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_08_19.043417+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
466,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_08_28.600526+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
467,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_08_39.527183+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,1.0,0.0,val
468,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_08_49.070029+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
469,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_08_58.634796+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
470,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_09_09.552250+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
471,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_09_19.109813+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
472,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_09_28.667974+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
473,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_09_39.623466+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
474,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_09_49.147880+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
475,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_09_58.712875+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,1.0,0.0,val
476,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_10_09.631170+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
477,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_10_19.184281+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
478,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_10_28.744003+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
479,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_10_39.661176+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
480,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_10_49.223210+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
481,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_10_58.779835+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
482,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_11_09.698235+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
483,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_11_19.255915+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
484,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_11_28.811325+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
485,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_11_39.741240+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
486,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_11_58.853223+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
487,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_12_09.771259+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
488,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_12_19.329674+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
489,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_12_28.890669+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
490,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_12_38.452149+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
491,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_12_49.367688+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
492,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_12_58.928030+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
493,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_13_08.483810+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
494,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_13_19.411163+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
495,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_13_28.964363+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
496,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_13_38.524540+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
497,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_13_49.451229+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
498,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_13_59.001616+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
499,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_14_08.571244+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
500,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_14_19.479558+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
501,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_14_38.598717+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
502,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_14_49.512060+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
503,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_14_59.076666+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
504,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_15_08.633046+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
505,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_15_19.554339+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
506,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_15_29.113367+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
507,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_15_38.673606+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
508,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_16_08.710219+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
509,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_16_19.628482+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
510,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_16_29.187401+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
511,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_16_38.747467+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
512,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_16_49.664773+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
513,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_16_59.225164+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
514,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_17_08.795227+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
515,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_17_49.739563+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
516,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_17_59.298894+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
517,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_18_08.855892+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
518,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_18_38.895442+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
519,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_18_48.454859+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,1.0,split2
520,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_18_59.372659+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
521,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_19_08.957203+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
522,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_19_18.486366+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
523,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_19_29.411190+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
524,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_19_38.968767+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
525,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_19_59.446625+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
526,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_20_09.005685+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
527,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_20_18.567857+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
528,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_20_29.482580+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
529,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_20_39.062779+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
530,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_20_48.604412+00_00.wav,15_12_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
531,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_20_59.519949+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
532,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_21_09.079898+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
533,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_21_18.639229+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
534,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_21_29.567204+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
535,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_21_39.118093+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
536,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_21_48.683272+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
537,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_21_59.594423+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
538,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_22_09.151826+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
539,/media/magalhaes/schreder_sound/15_12_2022/2022-12-15 18_22_18.706430+00_00.wav,15_12_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
